시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일,image_url,nmap_url
발바닥 애견카페,반려동물업,반려동물식당카페,카페,강원도,춘천시,동내면,거두리,546-2 번지,거두길,26 번,37.86076426,127.762483,24400,강원도 춘천시 동내면 거두길 26,강원도 춘천시 동내면 거두리 546-2,0507-1377-0052,http://www.instagram.com/dogcafe_sole,매주 월요일,화~일 11:00~21:00,Y,변동,Y,해당없음,15kg 이하,제한사항 없음,Y,Y,"애견카페, 운동장",없음,2022.11.30,https://ldb-phinf.pstatic.net/20240530_281/1717024296844PTGmX_JPEG/IMG_8210.jpeg,https://map.naver.com/p/entry/place/1228798756
발바닥공원,반려동물업,반려동반여행,여행지,서울특별시,도봉구,방학동,,270-1 번지,시루봉로6길,33 번,37.65960856,127.029715,1387,서울특별시 도봉구 시루봉로6길 33,서울특별시 도봉구 방학동 270-1,02-2091-2120,https://tour.dobong.go.kr/Contents.asp?code=10003477,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/20160606_97/think461_14652242888962ksjy_JPEG/%B0%AD%BA%CF%B1%B8_%B9%DF%B9%D9%B4%DA%B0%F8%BF%F8_%2821%29.JPG#5184x3456,https://map.naver.com/p/entry/place/13542551
발산공원,반려동물업,반려동반여행,여행지,충청북도,청주시 흥덕구,가경동,,1459 번지,경산로,33 번,36.62453243,127.43592,28398,충청북도 청주시 흥덕구 경산로 33,충청북도 청주시 흥덕구 가경동 1459,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/17781931
방림원 식물원,반려동물업,반려동반여행,박물관,제주특별자치도,제주시,한경면,저지리,2120-91 번지,용금로,864 번,33.33722842,126.268513,63005,제주특별자치도 제주시 한경면 용금로 864,제주특별자치도 제주시 한경면 저지리 2120-91,064-773-0090,www.banglimwon.com,연중무휴,"매일 3월~10월 09:00~18:00, 11~2월 08:30~17:30",Y,9000원,Y,해당없음,모두 가능,"목줄, 배변봉투",Y,Y,박물관,없음,2022.11.30,https://naverbooking-phinf.pstatic.net/20240517_125/1715929638366cLYNs_JPEG/IMG_9342.jpg,https://map.naver.com/p/entry/place/11661222
방아다리공원,반려동물업,반려동반여행,여행지,충청남도,천안시 서북구,쌍용동,,1563 번지,월봉로,25 번,36.79288169,127.118357,31171,충청남도 천안시 서북구 월봉로 25,충청남도 천안시 서북구 쌍용동 1563,041-521-2775,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/17674976
방이동고분군,반려동물업,반려동반여행,여행지,서울특별시,송파구,방이동,,227-13 번지,오금로,227 번,37.50712613,127.118957,5644,서울특별시 송파구 오금로 227,서울특별시 송파구 방이동 227-13,02-2147-2800,http://www.songpa.go.kr/,연중무휴,매일 06:00~20:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022.11.30,http://blogfiles.naver.net/MjAxNjExMThfODYg/MDAxNDc5NDc0NzA4MzUx.L1tFl9osWmfHhX-gjeA_rNi0aYXwTGE2u9rdyi-LyO8g.6S1NiBS5J1Io7PacIFPsZy0oK997X4pxVNX3Tzfkb68g.JPEG.bogirang/P1015197.JPG#4032x3024,https://map.naver.com/p/entry/place/13542568
방짜유기박물관,반려동물업,반려동반여행,박물관,대구광역시,동구,도학동,,399 번지,도장길,29 번,35.96545542,128.701364,41007,대구광역시 동구 도장길 29,대구광역시 동구 도학동 399,053-606-6171,artcenter.daegu.go.kr/bangjja/,"1월1일, 설, 추석 당일, 매주 월요일",화~일 9:00~18:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_70/14410117111472eW2w_JPEG/12071927_0.jpg,https://map.naver.com/p/entry/place/12071927
방촌유물전시관,반려동물업,반려동반여행,박물관,전라남도,장흥군,관산읍,방촌리,651 번지,장흥대로,1645 번,34.55098982,126.943253,59354,전라남도 장흥군 관산읍 장흥대로 1645,전라남도 장흥군 관산읍 방촌리 651,061-864-6531,http://travel.jangheung.go.kr/,매주 월요일,화~일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA4MTVfMTE0/MDAxNTAyNzcwODI1MDYy.kAdlVQdfOB_PeWXTFuAbC5QmRg4Pcrc1all3VWU3PO8g.XvME2Rpblh4-W8hx2G7uNP5Gqv1-mE68UbZ_4B5vrkIg.JPEG.jh_tour/20170528_134419.jpg#966x543,https://map.naver.com/p/entry/place/13579994
방화수류정,반려동물업,반려동반여행,여행지,경기도,수원시 팔달구,매향동,,151 번지,수원천로392번길,44-6 번,37.28754184,127.018095,16254,경기도 수원시 팔달구 수원천로392번길 44-6,경기도 수원시 팔달구 매향동 151,031-290-3600,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022.11.30,http://blogfiles.naver.net/MjAyMzEwMTNfOTMg/MDAxNjk3MTUwNDAzOTAw.3JUitqw-qzhVNTzwP6FDMk-e1fr68w4iaHPHwQxaUBgg.mVMSr6m5FPoG7WsN8CL75fKoXFvM86Nj1vmRbLW0R1gg.JPEG.azenss/KakaoTalk_20231011_131225703.jpg#4032x3024,https://map.naver.com/p/entry/place/32745598
배곧한울공원,반려동물업,반려동반여행,여행지,경기도,시흥시,배곧동,,307 번지,해송십리로,61 번,37.35465274,126.702032,15012,경기도 시흥시 해송십리로 61,경기도 시흥시 배곧동 307,031-310-3863,https://blog.naver.com/siheungblog/222252406919,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/MjAxODA1MDlfMjg2/MDAxNTI1ODI1NDIzMjc1.Tc8EfPVbFs9WJYe8AW8UCMsDylopgaLDNIW00S1lz2gg.sU3FnH8fhYwwrfgF0KA_PT9kDAAo7jDRxBpP2Qw7o7gg.JPEG.pccwo/IMG_2525.jpg#650x487,https://map.naver.com/p/entry/place/1568066945
배다골민속박물관,반려동물업,반려동반여행,박물관,경기도,고양시 덕양구,화정동,,6-1 번지,배다골길,131 번,37.63016535,126.848109,10482,경기도 고양시 덕양구 배다골길 131,경기도 고양시 덕양구 화정동 6-1,031-970-6330,www.Baedagol.com,연중무휴,매일 09:00~18:00,Y,9000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1381420011
배달성전삼성궁,반려동물업,반려동반여행,여행지,경상남도,하동군,청암면,묵계리,1738-3 번지,삼성궁길,2 번,35.23870093,127.705429,52309,경상남도 하동군 청암면 삼성궁길 2,경상남도 하동군 청암면 묵계리 1738-3,055-884-1279,https://www.hadong.go.kr,연중무휴,"매일 4~11월 8:30~17:00, 12~3월 8:30~16:30",Y,7000원,Y,해당없음,소형/중형,"목줄, 케이지, 안기, 배변봉투",N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_23/1441014166371hqE1K_JPEG/116253486926368_0.jpg,https://map.naver.com/p/entry/place/12113909
배산체육공원,반려동물업,반려동반여행,여행지,전라북도,익산시,현영동,,169 번지,동서로,21 번,35.95988861,126.940371,54652,전라북도 익산시 동서로 21,전라북도 익산시 현영동 169,063-859-3848,https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS_TOUR_TOUR&menuCd=DOM_000005901001000000&dataSid=263665,연중무휴,매일 06:00~22:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/1488992385
배알도수변공원,반려동물업,반려동반여행,여행지,전라남도,광양시,태인동,,1632-13 번지,,,34.95994842,127.760182,57815,,전라남도 광양시 태인동 1632-13,061-797-4979,https://www.gwangyang.go.kr/tour_culture/board/view.gwangyang?boardId=BBS_TOUR_TOUR&menuCd=DOM_000000411002004000&contentsSid=3046&dataSid=295,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/20160516_291/thestar1166_1463385727063llevh_JPEG/20160507_184119.jpg#740x555,https://map.naver.com/p/entry/place/17012479
배재대학교박물관,반려동물업,반려동반여행,박물관,대전광역시,서구,도마동,,439-6 번지,배재로,155-40 번,36.32323828,127.366074,35345,대전광역시 서구 배재로 155-40,대전광역시 서구 도마동 439-6,042-520-5259,www.museum.pcu.ac.kr,"법정 법정공휴일 매주 토, 일",월~금 09:30~16:30,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1949353325
배재학당역사박물관,반려동물업,반려동반여행,박물관,서울특별시,중구,정동,,34-5 번지,서소문로11길,19 번,37.56378783,126.972089,4516,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,02-319-5578,appenzeller.pcu.ac.kr,"매주 일, 월, 법정공휴일",화~토 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200525_137/1590376461051cmR68_JPEG/kc3NGp8O7_TmqW1EsJGxuIcX.jpeg.jpg,https://map.naver.com/p/entry/place/13346225
배추다방,반려동물업,반려동물식당카페,카페,경기도,부천시,중동,,1118-1 번지,부흥로,339 번,37.49419512,126.780159,14575,경기도 부천시 부흥로 339,경기도 부천시 중동 1118-1,070-7623-0712,정보없음,연중무휴,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230512_148/1683873787417O6aoz_JPEG/IMG_6218.jpeg,https://map.naver.com/p/entry/place/1298212896
배티공원,반려동물업,반려동반여행,여행지,충청북도,청주시 서원구,개신동,,3-16 번지,,,36.62651789,127.46553,28666,,충청북도 청주시 서원구 개신동 3-16,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/31104163
백남준아트센터,반려동물업,반려동반여행,미술관,경기도,용인시 기흥구,상갈동,,496 번지,백남준로,10 번,37.26914663,127.110438,17068,경기도 용인시 기흥구 백남준로 10,경기도 용인시 기흥구 상갈동 496,031-201-8500,http://njp.ggcf.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일10:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20201211_185/1607673969938HcxpV_JPEG/FmC5AZibWasxOey5uuoyVxtp.jpg,https://map.naver.com/p/entry/place/13276924
백로공원,반려동물업,반려동반여행,여행지,전라북도,전주시 완산구,효자4동,,238-3 번지,쑥고개로,398-16 번,35.80314477,127.108173,55079,전라북도 전주시 완산구 쑥고개로 398-16,전라북도 전주시 완산구 효자동2가 238-3,063-281-2107,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/1949812544
백마강레저파크,반려동물업,반려동반여행,여행지,충청남도,부여군,규암면,호암리,234-2 번지,,,36.30216096,126.915886,33114,,충청남도 부여군 규암면 호암리 234-2,1833-8982,http://www.baekmagangleisure.com/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240503_269/1714723080300cBqel_JPEG/%B9%E8%C4%A1%B5%B5.jpg,https://map.naver.com/p/entry/place/1088140800
백마강생활체육공원,반려동물업,반려동반여행,여행지,충청남도,부여군,부여읍,구교리,279 번지,,,36.28031353,126.898708,33142,,충청남도 부여군 부여읍 구교리 279,0507-1364-9410,정보없음,연중무휴,매일 09:00~22:00,Y,변동,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,https://ldb-phinf.pstatic.net/20210302_269/1614671522459eDrKa_JPEG/aaMWZ88WcUB6t99P9ov49cFd.jpg,https://map.naver.com/p/entry/place/21693750
백범김구기념관,반려동물업,반려동반여행,박물관,서울특별시,용산구,효창동,,255 번지,임정로,26 번,37.54427794,126.959253,4311,서울특별시 용산구 임정로 26,서울특별시 용산구 효창동 255,02-799-3400,www.kimkoomuseum.org,매주 월요일,화~일 10:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220126_203/1643158639604bdQFP_JPEG/1.jpg,https://map.naver.com/p/entry/place/12145357
백봉공원,반려동물업,반려동반여행,여행지,충청북도,청주시 흥덕구,봉명동,,2112 번지,봉정로66번길,95 번,36.6475413,127.458706,28449,충청북도 청주시 흥덕구 봉정로66번길 95,충청북도 청주시 흥덕구 봉명동 2112,043-855-7897,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/17784372
백석대학교 기독교박물관,반려동물업,반려동반여행,박물관,충청남도,천안시 동남구,안서동,,393 번지,백석대학로,1 번,36.83883721,127.182521,31065,충청남도 천안시 동남구 백석대학로 1,충청남도 천안시 동남구 안서동 393,041-550-9102,http://community.bu.ac.kr/museum,"매주 토, 일",월~금 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/33252524
백석천근린공원,반려동물업,반려동반여행,여행지,경기도,의정부시,의정부동,,,,,37.73464013,127.034034,11662,,경기도 의정부시 의정부동,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/21167213
백영수미술관,반려동물업,반려동반여행,미술관,경기도,의정부시,호원동,,260-13 번지,안말로58번안길,55-1 번,37.71369421,127.044439,11643,경기도 의정부시 안말로58번안길 55-1,경기도 의정부시 호원동 260-13,031-873-4613,https://blog.naver.com/pysmuseum,매주 월요일,화~일 10:00~18:00,N,변동,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20180705_78/1530782671000C9PFW_JPEG/uT01JKg-jhV91RBeMYQI9GhL.jpg,https://map.naver.com/p/entry/place/1654731518
백제군사박물관,반려동물업,반려동반여행,박물관,충청남도,논산시,부적면,신풍리,6 번지,충곡로,311-54 번,36.19238766,127.181588,32916,충청남도 논산시 부적면 충곡로 311-54,충청남도 논산시 부적면 신풍리 6,041-746-8433,museum.nonsan.go.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200129_279/1580227085430c8mpX_JPEG/9OBSboUDFKrvgfRBWTxxSFHp.jpg,https://map.naver.com/p/entry/place/12357506
백제역사문화관,반려동물업,반려동반여행,박물관,충청남도,부여군,규암면,합정리,138 번지,백제문로,455 번,36.30757158,126.908495,33115,충청남도 부여군 규암면 백제문로 455,충청남도 부여군 규암면 합정리 138,041-408-7290,www.bhm.or.kr,매주 월요일,화~일 3~11월 09:00~18:00 12~2월 09:00~17:00,Y,2000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20180729_32/1532831301146gqllO_JPEG/9cE7ptaNThcE_eixp5f0Ndia.jpg,https://map.naver.com/p/entry/place/12019039
밸런스독 애견펜션,반려동물업,반려동반여행,펜션,경기도,양평군,지평면,망미리,900 번지,바깥섬부리1길,3-29 번,37.46426742,127.655751,12543,경기도 양평군 지평면 바깥섬부리1길 3-29,경기도 양평군 지평면 망미리 900,0507-1391-0307,http://balancedog.co.kr,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,최대 4마리,Y,Y,"애견 동반 펜션, 애견카페, 사전문의 필수","10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20220117_105/1642399391673L1So2_JPEG/3.jpg,https://map.naver.com/p/entry/place/13454439
버드힐펜션,반려동물업,반려동반여행,펜션,경기도,양평군,용문면,덕촌리,313 번지,덕촌길,231-7 번,37.51299582,127.590598,12511,경기도 양평군 용문면 덕촌길 231-7,경기도 양평군 용문면 덕촌리 313,031-774-5766,https://m.place.naver.com/accommodation/13038981/home?entry=plt&businessCategory=pension,연중무휴,매일 14:00~12:00,Y,변동,Y,해당없음,5kg 이하,목줄,Y,Y,"애견 동반 펜션, 사전문의 필수",없음,2022.11.30,,https://map.naver.com/p/entry/place/60860255
버디독,반려동물업,반려동물식당카페,카페,광주광역시,서구,금호동,,237 번지,화개1로,67 번,35.13003175,126.854601,62012,광주광역시 서구 화개1로 67,광주광역시 서구 금호동 237,062-681-5011,정보없음,매주 화요일,수~월 13:00~22:00,Y,변동,Y,해당없음,모두 가능,공격성 있는 경우 불가,Y,N,애견카페,"3,000~4,000원",2022.11.30,https://ldb-phinf.pstatic.net/20240402_9/1712047216137qy3ax_JPEG/KakaoTalk_20240402_173345664.jpg,https://map.naver.com/p/entry/place/1335504881
버클리커피소셜,반려동물업,반려동물식당카페,카페,서울특별시,용산구,이태원동,,255-32 번지,회나무로13가길,17 번,37.54097919,126.99054,4344,서울특별시 용산구 회나무로13가길 17,서울특별시 용산구 이태원동 255-32,02-792-2048,https://www.facebook.com/berkeleycoffeesocial,연중무휴,매일 08:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,http://blogfiles.naver.net/20160405_288/ppo_ing_1459854801252UPUTQ_JPEG/DSC01352.JPG#900x600,https://map.naver.com/p/entry/place/36276853
번동숲속카페,반려동물업,반려동물식당카페,카페,서울특별시,강북구,번동,,312-1 번지,오현로,199-17 번,37.62958215,127.039112,1143,서울특별시 강북구 오현로 199-17,서울특별시 강북구 번동 312-1,0507-1407-5426,http://instagram.com/forest_cafe_bd,매주 일요일,월~토 11:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230707_254/1688702752755gUBV0_JPEG/1688702680431.jpg,https://map.naver.com/p/entry/place/1639565003
벌스데이,반려동물업,반려동물식당카페,카페,서울특별시,송파구,송파동,,49-3 번지,백제고분로45길,4-21 번,37.51003227,127.111338,5620,서울특별시 송파구 백제고분로45길 4-21,서울특별시 송파구 송파동 49-3,070-8240-0992,http://instagram.com/birthday_gelato,연중무휴,매일 12:00~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220512_111/1652366071774jJyPL_JPEG/ADBF00AB-6812-496A-8A86-73B79368307D.jpeg,https://map.naver.com/p/entry/place/1200562503
